sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0489,Orbis USB-C Hub USB-1489,Computer Accessories,Orbis,USB-1489,1099,900,5,23,4.7,"premium studio product photograph of a usb-c hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB-C Hub, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0490,IndusTech Laptop Stand LAP-1490,Computer Accessories,IndusTech,LAP-1490,1049,860,10,30,4.8,"premium studio product photograph of a laptop stand, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Laptop Stand, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0491,NovaTek Wireless Mouse WIR-1491,Computer Accessories,NovaTek,WIR-1491,1999,1640,20,37,4.9,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0492,Cobalt Mechanical Keyboard MEC-1492,Computer Accessories,Cobalt,MEC-1492,2949,2420,5,44,3.8,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0493,Astra Webcam WEB-1493,Computer Accessories,Astra,WEB-1493,3899,3200,10,51,3.9,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0494,Orbis USB-C Hub USB-1494,Computer Accessories,Orbis,USB-1494,4849,3980,20,58,4.0,"premium studio product photograph of a usb-c hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB-C Hub, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0495,IndusTech Laptop Stand LAP-1495,Computer Accessories,IndusTech,LAP-1495,4799,3940,5,65,4.1,"premium studio product photograph of a laptop stand, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Laptop Stand, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0496,NovaTek Wireless Mouse WIR-1496,Computer Accessories,NovaTek,WIR-1496,5749,4710,10,72,4.2,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0497,Cobalt Mechanical Keyboard MEC-1497,Computer Accessories,Cobalt,MEC-1497,699,570,20,79,4.3,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0498,Astra Webcam WEB-1498,Computer Accessories,Astra,WEB-1498,1649,1350,5,3,4.4,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0499,Orbis USB-C Hub USB-1499,Computer Accessories,Orbis,USB-1499,2599,2130,10,10,4.5,"premium studio product photograph of a usb-c hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB-C Hub, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0500,IndusTech Laptop Stand LAP-1500,Computer Accessories,IndusTech,LAP-1500,2549,2090,20,17,4.6,"premium studio product photograph of a laptop stand, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Laptop Stand, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0501,NovaTek Wireless Mouse WIR-1501,Computer Accessories,NovaTek,WIR-1501,3499,2870,5,24,4.7,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0502,Cobalt Mechanical Keyboard MEC-1502,Computer Accessories,Cobalt,MEC-1502,4449,3650,10,31,4.8,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0503,Astra Webcam WEB-1503,Computer Accessories,Astra,WEB-1503,5399,4430,20,38,4.9,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0504,Orbis USB-C Hub USB-1504,Computer Accessories,Orbis,USB-1504,6349,5210,5,45,3.8,"premium studio product photograph of a usb-c hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB-C Hub, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0505,IndusTech Laptop Stand LAP-1505,Computer Accessories,IndusTech,LAP-1505,299,250,10,52,3.9,"premium studio product photograph of a laptop stand, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Laptop Stand, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0506,NovaTek Wireless Mouse WIR-1506,Computer Accessories,NovaTek,WIR-1506,1249,1020,20,59,4.0,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0507,Cobalt Mechanical Keyboard MEC-1507,Computer Accessories,Cobalt,MEC-1507,2199,1800,5,66,4.1,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0508,Astra Webcam WEB-1508,Computer Accessories,Astra,WEB-1508,3149,2580,10,73,4.2,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0509,Cobalt Arduino-compatible Board ARD-1509,Electronic Components & Tools,Cobalt,ARD-1509,899,740,20,80,4.3,"premium studio product photograph of a arduino-compatible board, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Arduino-compatible Board, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0510,Astra Sensor Kit SEN-1510,Electronic Components & Tools,Astra,SEN-1510,849,700,5,4,4.4,"premium studio product photograph of a sensor kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Sensor Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0511,Orbis Soldering Station SOL-1511,Electronic Components & Tools,Orbis,SOL-1511,1799,1480,10,11,4.5,"premium studio product photograph of a soldering station, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Soldering Station, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0512,IndusTech Digital Multimeter DIG-1512,Electronic Components & Tools,IndusTech,DIG-1512,2749,2250,20,18,4.6,"premium studio product photograph of a digital multimeter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Digital Multimeter, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0513,NovaTek Breadboard Kit BRE-1513,Electronic Components & Tools,NovaTek,BRE-1513,3699,3030,5,25,4.7,"premium studio product photograph of a breadboard kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Breadboard Kit, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0514,Cobalt DC Motor DCM-1514,Electronic Components & Tools,Cobalt,DCM-1514,4649,3810,10,32,4.8,"premium studio product photograph of a dc motor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt DC Motor, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0515,Astra Arduino-compatible Board ARD-1515,Electronic Components & Tools,Astra,ARD-1515,4599,3770,20,39,4.9,"premium studio product photograph of a arduino-compatible board, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Arduino-compatible Board, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0516,Orbis Sensor Kit SEN-1516,Electronic Components & Tools,Orbis,SEN-1516,5549,4550,5,46,3.8,"premium studio product photograph of a sensor kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Sensor Kit, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0517,IndusTech Soldering Station SOL-1517,Electronic Components & Tools,IndusTech,SOL-1517,499,410,10,53,3.9,"premium studio product photograph of a soldering station, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Soldering Station, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0518,NovaTek Digital Multimeter DIG-1518,Electronic Components & Tools,NovaTek,DIG-1518,1449,1190,20,60,4.0,"premium studio product photograph of a digital multimeter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Digital Multimeter, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0519,Cobalt Breadboard Kit BRE-1519,Electronic Components & Tools,Cobalt,BRE-1519,2399,1970,5,67,4.1,"premium studio product photograph of a breadboard kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Breadboard Kit, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
